image,type,beta,n_clusters,avg_intra_dist,std_intra_dist,importance
000001,clean,0.0,1.0,108.57342732601005,0.0,43264.0
000001,attacked,0.0,1.0,109.1904844891516,0.0,43264.0
000001,clean,0.05,2.0,55.15140943951212,54.15140943951212,43065.0
000001,attacked,0.05,2.0,48.874428168918676,46.99776229498755,30858.0
000001,clean,0.1,14.0,8.815841417764364,24.654584110777552,28247.0
000001,attacked,0.1,25.0,5.806661135895398,18.372818759232445,27675.0
000001,clean,0.15,40.0,4.495213934467687,15.294309315979994,26104.0
000001,attacked,0.15,163.0,2.5309833709456275,5.3545819998397,8784.0
000001,clean,0.2,152.0,2.745346928071367,5.418315332409234,7092.0
000001,attacked,0.2,81.0,2.991836253030696,4.648116878648235,4430.0
000001,clean,0.25,109.0,2.484923401967281,3.4307129302067536,3717.0
000001,attacked,0.25,76.0,2.4309015365483533,2.3164325329430953,2692.0
000001,clean,0.3,92.0,1.8979326798488187,1.529602789227928,2210.0
000001,attacked,0.3,70.0,2.3445489663586963,1.6008478703907318,1824.0
000001,clean,0.35,52.0,2.057238431064845,1.659964188160456,1598.0
000001,attacked,0.35,68.0,1.8891063902579721,1.201130636910589,1052.0
000001,clean,0.4,34.0,2.22655986530504,1.650378282302516,1049.0
000001,attacked,0.4,48.0,1.722456769901333,0.9666535316583864,678.0
000001,clean,0.45,32.0,1.9452471542593406,1.400842089894024,622.0
000001,attacked,0.45,27.0,1.6700966657378544,0.733012602816593,428.0
000001,clean,0.5,25.0,1.8158601144777646,1.2823351436033348,393.0
000001,attacked,0.5,21.0,1.3454343727511482,0.23225601020268016,266.0
000001,clean,0.55,12.0,2.37892742579479,1.4163934613695217,275.0
000001,attacked,0.55,14.0,1.2898172409338777,0.17371637436894882,169.0
000001,clean,0.6,11.0,1.8683148350043781,0.9798524226333724,178.0
000001,attacked,0.6,5.0,1.352176819359385,0.09487793047003956,105.0
000001,clean,0.65,7.0,1.49678256695837,0.5634224909171608,109.0
000001,attacked,0.65,0.0,0.0,0.0,67.0
000001,clean,0.7,4.0,1.4085848281433964,0.12718012183102723,71.0
000001,attacked,0.7,0.0,0.0,0.0,39.0
000001,clean,0.75,3.0,1.2031585694162434,0.14365480209038362,39.0
000001,attacked,0.75,0.0,0.0,0.0,25.0
000001,clean,0.8,1.0,1.304737854124365,0.0,24.0
000001,attacked,0.8,0.0,0.0,0.0,15.0
000001,clean,0.85,0.0,0.0,0.0,9.0
000001,attacked,0.85,0.0,0.0,0.0,7.0
000001,clean,0.9,0.0,0.0,0.0,3.0
000001,attacked,0.9,0.0,0.0,0.0,3.0
000001,clean,0.95,0.0,0.0,0.0,1.0
000001,attacked,0.95,0.0,0.0,0.0,2.0
000006,clean,0.0,1.0,106.13273942623637,0.0,43264.0
000006,attacked,0.0,1.0,108.70416029792823,0.0,43264.0
000006,clean,0.05,1.0,108.56548354762874,0.0,43262.0
000006,attacked,0.05,23.0,5.753926819180225,18.648586400680912,26381.0
000006,clean,0.1,23.0,5.722460039639887,18.556889507061868,25539.0
000006,attacked,0.1,77.0,4.291303325280279,8.29794611417196,11025.0
000006,clean,0.15,140.0,2.693869219769466,6.781762305771215,16525.0
000006,attacked,0.15,171.0,2.6529007628869388,2.9133991879103847,4596.0
000006,clean,0.2,101.0,3.7857954256132924,6.728851009518106,9532.0
000006,attacked,0.2,100.0,2.2673343454563413,2.5409772667434285,2914.0
000006,clean,0.25,150.0,3.236090803442227,3.5737601772251377,5311.0
000006,attacked,0.25,60.0,1.9049055152845051,2.1016146230060384,1297.0
000006,clean,0.3,163.0,2.437062476891284,2.548375304325386,3760.0
000006,attacked,0.3,15.0,2.8621135553173147,2.773302163258694,715.0
000006,clean,0.35,107.0,2.4010408094828963,2.514966304348788,2946.0
000006,attacked,0.35,15.0,2.129140348821342,0.9985927010451657,404.0
000006,clean,0.4,83.0,2.0656700916224726,2.383446521211179,2088.0
000006,attacked,0.4,18.0,1.5868616217626608,0.6522743415329846,228.0
000006,clean,0.45,70.0,1.704364572140807,1.6604759882535434,1101.0
000006,attacked,0.45,11.0,1.638404287047372,0.6314497127442112,139.0
000006,clean,0.5,34.0,1.7259669964894249,1.4396165356491153,705.0
000006,attacked,0.5,5.0,1.438503844226762,0.25347630229884227,79.0
000006,clean,0.55,11.0,2.322146426439529,1.867406821280582,474.0
000006,attacked,0.55,1.0,1.6243372121327835,0.0,54.0
000006,clean,0.6,9.0,2.0460843872640306,1.2636239596051049,305.0
000006,attacked,0.6,0.0,0.0,0.0,36.0
000006,clean,0.65,1.0,2.2395345336434564,0.0,184.0
000006,attacked,0.65,0.0,0.0,0.0,27.0
000006,clean,0.7,1.0,2.1429471396187703,0.0,110.0
000006,attacked,0.7,0.0,0.0,0.0,13.0
000006,clean,0.75,1.0,1.4966453944875109,0.0,55.0
000006,attacked,0.75,0.0,0.0,0.0,9.0
000006,clean,0.8,0.0,0.0,0.0,28.0
000006,attacked,0.8,0.0,0.0,0.0,3.0
000006,clean,0.85,0.0,0.0,0.0,18.0
000006,attacked,0.85,0.0,0.0,0.0,3.0
000006,clean,0.9,0.0,0.0,0.0,4.0
000006,attacked,0.9,0.0,0.0,0.0,1.0
000006,clean,0.95,0.0,0.0,0.0,1.0
000006,attacked,0.95,0.0,0.0,0.0,1.0
000008,clean,0.0,1.0,108.33256854719296,0.0,43264.0
000008,attacked,0.0,1.0,107.34841806893256,0.0,43264.0
000008,clean,0.05,1.0,108.47707683173398,0.0,43147.0
000008,attacked,0.05,51.0,3.46949545538893,12.066455933801164,23076.0
000008,clean,0.1,51.0,3.389399741002312,11.897418263718611,22925.0
000008,attacked,0.1,189.0,2.228980300177683,4.851373205835096,11102.0
000008,clean,0.15,118.0,2.281399609153803,7.616234800275155,17526.0
000008,attacked,0.15,188.0,2.204496101605394,2.0674579445744796,4927.0
000008,clean,0.2,207.0,2.2524864860058624,4.496791007777429,10499.0
000008,attacked,0.2,124.0,1.9135914947658648,1.5243608211280273,2707.0
000008,clean,0.25,201.0,2.3529929209234433,3.1372562172998237,6283.0
000008,attacked,0.25,67.0,1.6632948928026967,1.5184673147451162,1523.0
000008,clean,0.3,195.0,2.197360479331623,1.9634343525495217,4427.0
000008,attacked,0.3,19.0,2.0371970543514912,2.546254965462062,858.0
000008,clean,0.35,173.0,1.8838956171037158,1.3221455435199554,3217.0
000008,attacked,0.35,16.0,2.2129522339913903,1.7494645312228694,483.0
000008,clean,0.4,131.0,1.7580243829923328,1.049813633493628,2142.0
000008,attacked,0.4,15.0,2.0291230993862412,1.2649501616445955,278.0
000008,clean,0.45,104.0,1.5893506620093154,0.6803869983734773,1461.0
000008,attacked,0.45,12.0,1.8636902687448444,0.8716051270961682,175.0
000008,clean,0.5,66.0,1.460657126393665,0.37210311633683313,989.0
000008,attacked,0.5,13.0,1.4423279834905178,0.28386163484392923,130.0
000008,clean,0.55,29.0,1.418996751596342,0.3067985889457605,661.0
000008,attacked,0.55,7.0,1.3631847250656093,0.22130738808850497,92.0
000008,clean,0.6,8.0,1.3343872073962526,0.0784448152913132,402.0
000008,attacked,0.6,3.0,1.2895755838606744,0.23049698471424468,63.0
000008,clean,0.65,2.0,1.304737854124365,0.0,249.0
000008,attacked,0.65,0.0,0.0,0.0,46.0
000008,clean,0.7,1.0,1.304737854124365,0.0,136.0
000008,attacked,0.7,0.0,0.0,0.0,29.0
000008,clean,0.75,0.0,0.0,0.0,48.0
000008,attacked,0.75,0.0,0.0,0.0,21.0
000008,clean,0.8,0.0,0.0,0.0,21.0
000008,attacked,0.8,0.0,0.0,0.0,15.0
000008,clean,0.85,0.0,0.0,0.0,6.0
000008,attacked,0.85,0.0,0.0,0.0,7.0
000008,clean,0.9,0.0,0.0,0.0,3.0
000008,attacked,0.9,0.0,0.0,0.0,3.0
000008,clean,0.95,0.0,0.0,0.0,1.0
000008,attacked,0.95,0.0,0.0,0.0,2.0
000010,clean,0.0,1.0,108.98388905280044,0.0,43264.0
000010,attacked,0.0,1.0,109.04129280576801,0.0,43264.0
000010,clean,0.05,1.0,107.31080058389367,0.0,43249.0
000010,attacked,0.05,1.0,95.11469876285422,0.0,32522.0
000010,clean,0.1,6.0,19.94007541230137,37.57566011308306,31978.0
000010,attacked,0.1,199.0,2.308030831540503,5.611848094869744,18649.0
000010,clean,0.15,106.0,2.629267138234866,8.181548974239663,24031.0
000010,attacked,0.15,274.0,2.525080718424597,2.8747043944047586,8648.0
000010,clean,0.2,229.0,2.2057074723104915,4.81877495612797,16339.0
000010,attacked,0.2,211.0,1.999725675474367,1.7469101688326938,4434.0
000010,clean,0.25,229.0,2.801023268917634,4.802785858610831,10396.0
000010,attacked,0.25,105.0,1.7734268233793233,1.6589033709658416,2320.0
000010,clean,0.3,292.0,2.327181769226927,2.0949572953732245,6621.0
000010,attacked,0.3,59.0,1.8575999450263092,1.383851322159005,1282.0
000010,clean,0.35,232.0,2.040420727121436,1.5746167428777598,4567.0
000010,attacked,0.35,29.0,1.982023921321508,1.3366021803487131,748.0
000010,clean,0.4,167.0,1.8467069907323856,1.389303854993455,2835.0
000010,attacked,0.4,22.0,1.868215934111667,0.9160986083694461,400.0
000010,clean,0.45,113.0,1.6923187385068756,0.953524895602309,1901.0
000010,attacked,0.45,15.0,1.756393839310573,0.8048113706518779,238.0
000010,clean,0.5,74.0,1.6015347991784978,0.78981068572341,1205.0
000010,attacked,0.5,10.0,1.6413217591228229,0.5245442255613169,149.0
000010,clean,0.55,37.0,1.622049281554756,0.6020115415913082,800.0
000010,attacked,0.55,6.0,1.3812956490082169,0.30156435613446153,87.0
000010,clean,0.6,16.0,1.4987332647656362,0.6167364343665726,529.0
000010,attacked,0.6,2.0,1.304737854124365,0.0,55.0
000010,clean,0.65,7.0,1.4781356409462127,0.23373604770937245,340.0
000010,attacked,0.65,0.0,0.0,0.0,39.0
000010,clean,0.7,4.0,1.4049293602769746,0.17353677914316937,214.0
000010,attacked,0.7,0.0,0.0,0.0,25.0
000010,clean,0.75,2.0,1.1523689270621826,0.15236892706218252,89.0
000010,attacked,0.75,0.0,0.0,0.0,18.0
000010,clean,0.8,0.0,0.0,0.0,38.0
000010,attacked,0.8,0.0,0.0,0.0,13.0
000010,clean,0.85,0.0,0.0,0.0,19.0
000010,attacked,0.85,0.0,0.0,0.0,9.0
000010,clean,0.9,0.0,0.0,0.0,8.0
000010,attacked,0.9,0.0,0.0,0.0,4.0
000010,clean,0.95,0.0,0.0,0.0,4.0
000010,attacked,0.95,0.0,0.0,0.0,2.0
000011,clean,0.0,1.0,107.43903220832223,0.0,43264.0
000011,attacked,0.0,1.0,107.1144789059747,0.0,43264.0
000011,clean,0.05,1.0,110.20063935041571,0.0,43264.0
000011,attacked,0.05,1.0,92.24095003379325,0.0,28522.0
000011,clean,0.1,7.0,19.142767428078297,36.078467704556246,28451.0
000011,attacked,0.1,121.0,2.3647114942540153,4.233561866013547,7660.0
000011,clean,0.15,122.0,2.4300815667161566,8.255577110022676,24579.0
000011,attacked,0.15,71.0,1.9854388813265638,1.6922488892756138,2340.0
000011,clean,0.2,266.0,2.0142954961547717,3.1972413335193,11027.0
000011,attacked,0.2,33.0,1.854125333639352,1.9084494086631498,1048.0
000011,clean,0.25,133.0,2.386701202922656,3.023853603407672,3887.0
000011,attacked,0.25,8.0,2.997971632126973,3.469692342931901,560.0
000011,clean,0.3,105.0,1.921817013584589,1.3751245051144134,2351.0
000011,attacked,0.3,18.0,2.0378823173775107,2.414779290038609,434.0
000011,clean,0.35,71.0,1.6775193930087904,0.8051455037312631,1622.0
000011,attacked,0.35,20.0,1.9028516767232693,1.4996426740662876,323.0
000011,clean,0.4,43.0,1.5888963563649676,0.5951268203341431,1130.0
000011,attacked,0.4,17.0,1.8386167298339593,0.7921903157150002,234.0
000011,clean,0.45,29.0,1.5248834633365165,0.4630979628341214,583.0
000011,attacked,0.45,16.0,1.5625231437672258,0.5920060051256877,181.0
000011,clean,0.5,17.0,1.5312655620739262,0.43479336541200986,234.0
000011,attacked,0.5,12.0,1.5252428571979675,0.529665244187827,136.0
000011,clean,0.55,7.0,1.6501149873640575,0.433147187201304,166.0
000011,attacked,0.55,7.0,1.527707771687265,0.523090823293592,102.0
000011,clean,0.6,6.0,1.3547998218266268,0.2307390024079501,128.0
000011,attacked,0.6,3.0,1.2491822985688097,0.07856742013183865,70.0
000011,clean,0.65,5.0,1.3371207553835356,0.2262445053284488,92.0
000011,attacked,0.65,1.0,1.304737854124365,0.0,50.0
000011,clean,0.7,2.0,1.5075902489220376,0.20285239479767259,62.0
000011,attacked,0.7,0.0,0.0,0.0,35.0
000011,clean,0.75,1.0,1.6592269926957532,0.0,41.0
000011,attacked,0.75,0.0,0.0,0.0,23.0
000011,clean,0.8,0.0,0.0,0.0,23.0
000011,attacked,0.8,0.0,0.0,0.0,11.0
000011,clean,0.85,0.0,0.0,0.0,8.0
000011,attacked,0.85,0.0,0.0,0.0,7.0
000011,clean,0.9,0.0,0.0,0.0,6.0
000011,attacked,0.9,0.0,0.0,0.0,7.0
000011,clean,0.95,0.0,0.0,0.0,3.0
000011,attacked,0.95,0.0,0.0,0.0,3.0
000014,clean,0.0,1.0,110.37364553002541,0.0,43264.0
000014,attacked,0.0,1.0,109.59169986841896,0.0,43264.0
000014,clean,0.05,1.0,108.2463289595062,0.0,43258.0
000014,attacked,0.05,4.0,24.812593013777942,37.94791105644839,28855.0
000014,clean,0.1,7.0,15.516148343706728,30.47641831538402,28527.0
000014,attacked,0.1,115.0,3.894618074372396,9.160222194350295,17119.0
000014,clean,0.15,53.0,3.580553196387918,12.194177956130996,21624.0
000014,attacked,0.15,178.0,3.110730660355341,3.789333309139196,8772.0
000014,clean,0.2,160.0,3.587814704298274,6.44787252217376,13539.0
000014,attacked,0.2,214.0,2.1119257083090317,1.796587189730107,4754.0
000014,clean,0.25,179.0,3.295508441591463,4.012713495927078,9183.0
000014,attacked,0.25,123.0,1.9046499309269251,1.7020492139798529,2360.0
000014,clean,0.3,245.0,2.4294598852008455,2.5141142975618402,6623.0
000014,attacked,0.3,58.0,1.8073517532627645,1.5046565231434457,1155.0
000014,clean,0.35,238.0,2.0692945793547,1.5496274855941514,4418.0
000014,attacked,0.35,34.0,1.8269494617689095,1.2830452159297263,586.0
000014,clean,0.4,174.0,1.8888220388722554,1.1570016019029203,2786.0
000014,attacked,0.4,27.0,1.662693419372628,0.7704917888956729,354.0
000014,clean,0.45,109.0,1.735317229368972,1.0678221032686328,1774.0
000014,attacked,0.45,18.0,1.5760339594697963,0.5561603699311457,229.0
000014,clean,0.5,58.0,1.6647567963687915,1.1059283282565033,1055.0
000014,attacked,0.5,11.0,1.481534345940954,0.4234466560243022,152.0
000014,clean,0.55,26.0,1.5603883294706489,0.7852504241137049,607.0
000014,attacked,0.55,6.0,1.5929667731087573,0.5178293912605435,92.0
000014,clean,0.6,13.0,1.5459695440706405,0.7325611454873868,332.0
000014,attacked,0.6,2.0,1.460501055741545,0.15576320161718005,55.0
000014,clean,0.65,7.0,1.5394246332482282,0.7619762090249234,206.0
000014,attacked,0.65,1.0,1.304737854124365,0.0,36.0
000014,clean,0.7,4.0,1.5809424668571306,0.6660627193587709,112.0
000014,attacked,0.7,1.0,1.304737854124365,0.0,25.0
000014,clean,0.75,1.0,1.6162642573587247,0.0,61.0
000014,attacked,0.75,1.0,1.304737854124365,0.0,13.0
000014,clean,0.8,0.0,0.0,0.0,30.0
000014,attacked,0.8,0.0,0.0,0.0,5.0
000014,clean,0.85,0.0,0.0,0.0,13.0
000014,attacked,0.85,0.0,0.0,0.0,1.0
000014,clean,0.9,0.0,0.0,0.0,5.0
000014,attacked,0.9,0.0,0.0,0.0,1.0
000014,clean,0.95,0.0,0.0,0.0,1.0
000014,attacked,0.95,0.0,0.0,0.0,1.0
000015,clean,0.0,1.0,108.3952375676054,0.0,43264.0
000015,attacked,0.0,1.0,107.63905166044755,0.0,43264.0
000015,clean,0.05,1.0,109.21731905423054,0.0,42753.0
000015,attacked,0.05,22.0,6.685629455833015,19.38544701543792,20833.0
000015,clean,0.1,31.0,4.905439336423209,15.79348111590183,20578.0
000015,attacked,0.1,103.0,2.9848992162878676,6.515351936933048,10634.0
000015,clean,0.15,95.0,3.316451019910686,9.51957119606434,14609.0
000015,attacked,0.15,136.0,2.362769025324167,3.4582139595892025,5801.0
000015,clean,0.2,108.0,3.0774441173722717,6.460108492305442,10211.0
000015,attacked,0.2,111.0,2.119439566290958,2.1910203845242875,2725.0
000015,clean,0.25,149.0,2.5147595725528973,4.207212314630636,7453.0
000015,attacked,0.25,83.0,1.8252591650135344,1.6814327208369988,1525.0
000015,clean,0.3,141.0,2.3750440059475237,3.068993707899664,5195.0
000015,attacked,0.3,52.0,1.7730489026997047,1.2278669979993524,797.0
000015,clean,0.35,134.0,2.296841563968909,2.677224870450533,3636.0
000015,attacked,0.35,32.0,1.703910943303818,0.8952857270755312,435.0
000015,clean,0.4,115.0,2.0706444224378346,1.7556251442250452,2189.0
000015,attacked,0.4,17.0,1.6900835286714764,0.5837184581288566,243.0
000015,clean,0.45,102.0,1.7839755603454386,1.2278787916047318,1510.0
000015,attacked,0.45,13.0,1.3053726029940658,0.2096568332178352,160.0
000015,clean,0.5,82.0,1.599522495722517,0.7879725693305041,1033.0
000015,attacked,0.5,3.0,1.304737854124365,0.0,90.0
000015,clean,0.55,48.0,1.5162836521013532,0.5005797346550414,677.0
000015,attacked,0.55,2.0,1.304737854124365,0.0,59.0
000015,clean,0.6,27.0,1.3659210938236197,0.2983496395380698,408.0
000015,attacked,0.6,0.0,0.0,0.0,35.0
000015,clean,0.65,6.0,1.3911914137753536,0.21694553099111033,241.0
000015,attacked,0.65,0.0,0.0,0.0,22.0
000015,clean,0.7,2.0,1.479272633964414,0.17453477984004895,140.0
000015,attacked,0.7,0.0,0.0,0.0,14.0
000015,clean,0.75,0.0,0.0,0.0,64.0
000015,attacked,0.75,0.0,0.0,0.0,9.0
000015,clean,0.8,0.0,0.0,0.0,29.0
000015,attacked,0.8,0.0,0.0,0.0,6.0
000015,clean,0.85,0.0,0.0,0.0,17.0
000015,attacked,0.85,0.0,0.0,0.0,3.0
000015,clean,0.9,0.0,0.0,0.0,10.0
000015,attacked,0.9,0.0,0.0,0.0,2.0
000015,clean,0.95,0.0,0.0,0.0,2.0
000015,attacked,0.95,0.0,0.0,0.0,1.0
000018,clean,0.0,1.0,107.24940140768747,0.0,43264.0
000018,attacked,0.0,1.0,106.19937873942477,0.0,43264.0
000018,clean,0.05,1.0,108.16795990089106,0.0,43264.0
000018,attacked,0.05,2.0,48.93074231364877,46.98794471011373,32814.0
000018,clean,0.1,2.0,48.47967048052807,47.47967048052807,32958.0
000018,attacked,0.1,238.0,2.341097770830999,5.51450742355862,19196.0
000018,clean,0.15,87.0,2.857184170037583,10.11775623431713,28246.0
000018,attacked,0.15,184.0,2.274543600570827,2.522625580990361,5969.0
000018,clean,0.2,182.0,2.6433029192320943,6.371490167848448,20127.0
000018,attacked,0.2,94.0,1.9377240822998725,2.485674745468496,3183.0
000018,clean,0.25,291.0,2.373099424669299,3.408152427290372,10562.0
000018,attacked,0.25,53.0,2.1227770012508507,2.4418579781824805,1594.0
000018,clean,0.3,198.0,2.2755704043858,2.000756311462531,4753.0
000018,attacked,0.3,53.0,2.036272816121703,1.7843911019732004,957.0
000018,clean,0.35,124.0,2.0733698370171916,1.4234968242697645,2834.0
000018,attacked,0.35,39.0,1.78788262094086,1.2119121021421013,547.0
000018,clean,0.4,96.0,1.696395993321289,0.8107949316742219,1933.0
000018,attacked,0.4,19.0,1.702615714654394,0.6879704861763335,309.0
000018,clean,0.45,66.0,1.4510164614435015,0.4842120182688445,1389.0
000018,attacked,0.45,8.0,1.4508542649674439,0.3328158205630732,180.0
000018,clean,0.5,27.0,1.3812867257262311,0.3554094521233781,839.0
000018,attacked,0.5,8.0,1.2415360771984947,0.143423242674987,107.0
000018,clean,0.55,7.0,1.3804325286616808,0.2573454302947897,432.0
000018,attacked,0.55,1.0,1.304737854124365,0.0,60.0
000018,clean,0.6,4.0,1.3149631017365173,0.3093063415150466,278.0
000018,attacked,0.6,0.0,0.0,0.0,39.0
000018,clean,0.65,3.0,1.2822235114746097,0.2218151320549814,176.0
000018,attacked,0.65,0.0,0.0,0.0,18.0
000018,clean,0.7,1.0,1.304737854124365,0.0,105.0
000018,attacked,0.7,0.0,0.0,0.0,15.0
000018,clean,0.75,0.0,0.0,0.0,51.0
000018,attacked,0.75,0.0,0.0,0.0,8.0
000018,clean,0.8,0.0,0.0,0.0,23.0
000018,attacked,0.8,0.0,0.0,0.0,3.0
000018,clean,0.85,0.0,0.0,0.0,7.0
000018,attacked,0.85,0.0,0.0,0.0,2.0
000018,clean,0.9,0.0,0.0,0.0,1.0
000018,attacked,0.9,0.0,0.0,0.0,2.0
000018,clean,0.95,0.0,0.0,0.0,1.0
000018,attacked,0.95,0.0,0.0,0.0,2.0
000022,clean,0.0,1.0,109.80569672083065,0.0,43264.0
000022,attacked,0.0,1.0,108.08043434385476,0.0,43264.0
000022,clean,0.05,1.0,108.42515349066582,0.0,43264.0
000022,attacked,0.05,1.0,91.67083405950243,0.0,29632.0
000022,clean,0.1,14.0,8.570028739726704,23.04900012854553,28444.0
000022,attacked,0.1,76.0,3.2182403983732257,9.86909925927475,25198.0
000022,clean,0.15,117.0,2.5366394276412407,8.12253071391446,24194.0
000022,attacked,0.15,192.0,2.3067010921991864,6.077871964379635,17132.0
000022,clean,0.2,163.0,2.447428376549492,6.748972454915063,18431.0
000022,attacked,0.2,286.0,2.229250589579661,2.344484564815187,8471.0
000022,clean,0.25,315.0,2.2421772767582726,3.4161768509207606,11133.0
000022,attacked,0.25,230.0,1.8286302036098916,1.671448141711998,4230.0
000022,clean,0.3,272.0,2.123056669983287,1.8910640496836961,6559.0
000022,attacked,0.3,127.0,1.7776116556005093,1.4566057446585787,2114.0
000022,clean,0.35,243.0,1.7844132500553906,1.201487291310404,3739.0
000022,attacked,0.35,58.0,1.979170920782403,1.5413009992009736,1161.0
000022,clean,0.4,144.0,1.667451014646065,0.7297820202269838,2013.0
000022,attacked,0.4,35.0,1.9986664479879397,1.8194432681640258,687.0
000022,clean,0.45,76.0,1.5606443535357972,0.5923337227756728,1141.0
000022,attacked,0.45,17.0,2.213905647232626,2.0055922700410242,423.0
